id	es	en	fr
album-072	Historia, magia y placer de bailar reunidos en una obra donde el conocimiento también tiene ritmo.	History, magic and the pleasure of dancing meet in a work where knowledge also has rhythm.	Histoire, magie et plaisir de danser se rejoignent dans une œuvre où le savoir possède lui aussi un rythme.
album-073	Una conversación que sólo revela todo su sentido cuando el cuerpo ya ha empezado a participar.	A conversation that reveals its full meaning only after the body has begun to take part.	Une conversation qui ne révèle tout son sens qu’une fois le corps déjà engagé.
album-023	Una fiesta llegada del espacio que usa el humor para imaginar libertad, comunidad y deseo.	A party from outer space using humour to imagine freedom, community and desire.	Une fête venue de l’espace qui utilise l’humour pour imaginer liberté, communauté et désir.
album-022	La poesía deja de ser un objeto delicado y vuelve a caminar entre cuerpos, ruido y calle.	Poetry stops being a delicate object and walks again among bodies, noise and the street.	La poésie cesse d’être un objet délicat et recommence à marcher parmi les corps, le bruit et la rue.
album-003	Europa observada desde un tren que parece avanzar tanto por la historia como por el paisaje.	Europe seen from a train that seems to travel through history as much as landscape.	L’Europe vue depuis un train qui semble traverser autant l’histoire que le paysage.
album-074	Una experiencia espiritual donde la profundidad parece crecer mucho más allá de las bocinas.	A spiritual experience whose depth seems to extend far beyond the speakers.	Une expérience spirituelle dont la profondeur semble se prolonger bien au-delà des enceintes.
album-075	Un espacio público imaginado para calmar la ansiedad sin fingir que ha desaparecido.	A public space imagined to soothe anxiety without pretending it has disappeared.	Un espace public imaginé pour apaiser l’angoisse sans prétendre qu’elle a disparu.
album-025	Una ciudad entera entra en escena y convierte sus desigualdades en relato, baile y advertencia.	An entire city enters the stage and turns its inequalities into story, dance and warning.	Une ville entière entre en scène et transforme ses inégalités en récit, danse et avertissement.
album-076	El futuro se vuelve cercano, juguetón y extrañamente cotidiano cuando las máquinas dejan de posar.	The future becomes familiar, playful and oddly everyday once the machines stop posing.	Le futur devient familier, ludique et étrangement quotidien lorsque les machines cessent de poser.
album-027	La sensación de que una ciudad completa corre por el cuerpo de una banda incapaz de quedarse quieta.	The feeling of an entire city running through the body of a band unable to stand still.	La sensation qu’une ville entière traverse le corps d’un groupe incapable de rester immobile.
album-077	Poesía, paisaje y memoria continental alcanzan una escala que no cabe en una postal.	Poetry, landscape and continental memory reach a scale no postcard could contain.	Poésie, paysage et mémoire continentale atteignent une échelle qu’aucune carte postale ne saurait contenir.
album-028	Una Buenos Aires moderna, nerviosa y brillante observada con humor desde el exilio interior.	A modern, nervous and bright Buenos Aires observed with humour from inner exile.	Un Buenos Aires moderne, nerveux et lumineux observé avec humour depuis un exil intérieur.
album-078	La sofisticación funciona como una manera de mirar de frente el deseo, la ambición y sus acuerdos.	Sophistication becomes a way of facing desire, ambition and their compromises directly.	La sophistication devient une manière de regarder en face le désir, l’ambition et leurs compromis.
album-029	Dos mitades distintas muestran que una imaginación privada también puede alcanzar dimensiones épicas.	Two different halves show that a private imagination can also reach epic dimensions.	Deux moitiés différentes montrent qu’une imagination intime peut elle aussi atteindre une dimension épique.
album-031	El momento en que tomar el control de la propia historia también significó transformar el pop.	The moment taking control of one’s own story also meant transforming pop.	Le moment où reprendre le contrôle de sa propre histoire signifiait aussi transformer la pop.
album-079	Canciones brillantes sobre personas que usan el ingenio para no admitir cuánto les duele estar solas.	Bright songs about people who use wit to avoid admitting how much loneliness hurts.	Des chansons lumineuses sur des êtres qui se servent de l’esprit pour ne pas avouer combien la solitude leur fait mal.
album-030	Un artista en pleno dominio se permite ser contradictorio, excesivo, íntimo y político en la misma obra.	An artist in full command allows himself to be contradictory, excessive, intimate and political within one work.	Un artiste en pleine maîtrise se permet d’être contradictoire, excessif, intime et politique dans une même œuvre.
album-080	Una irrupción hostil que obliga a escuchar tanto la realidad narrada como el espectáculo construido alrededor de ella.	A hostile arrival demanding attention to both the reality described and the spectacle built around it.	Une irruption hostile qui oblige à entendre la réalité racontée autant que le spectacle construit autour d’elle.
album-081	Información, ruido y urgencia comprimidos hasta producir una música que no concede una posición neutral.	Information, noise and urgency compressed into music that allows no neutral position.	Information, bruit et urgence comprimés jusqu’à produire une musique qui n’accorde aucune position neutre.
album-082	Una deriva de guitarras que transforma la desorientación urbana en una forma inesperada de belleza.	A drift of guitars turning urban disorientation into an unexpected form of beauty.	Une dérive de guitares qui transforme la désorientation urbaine en une forme inattendue de beauté.
album-083	La devoción alcanza una intensidad que parece suspender por un momento la distancia entre cuerpo y espíritu.	Devotion reaches an intensity that seems briefly to suspend the distance between body and spirit.	La dévotion atteint une intensité qui semble suspendre un instant la distance entre le corps et l’esprit.
album-084	Un lugar para permanecer dentro de la tristeza hasta descubrir que también contiene destellos de luz.	A place to remain inside sadness until discovering that it also contains flashes of light.	Un lieu où demeurer dans la tristesse jusqu’à découvrir qu’elle contient aussi des éclats de lumière.
album-085	El enamoramiento convertido en un idioma sensorial que se entiende antes de descifrar una sola palabra.	Infatuation turned into a sensory language understood before a single word is decoded.	L’éblouissement amoureux devient un langage sensoriel compris avant même de déchiffrer un seul mot.
album-086	Inteligencia, amistad y humor encuentran una cadencia donde nadie necesita imponerse para destacar.	Intelligence, friendship and humour find a cadence where no one needs to dominate to stand out.	Intelligence, amitié et humour trouvent une cadence où personne n’a besoin de dominer pour se distinguer.
album-036	Una noche urbana contada por varias voces que comparten clima sin perder su propia historia.	An urban night told by several voices sharing a climate without losing their own stories.	Une nuit urbaine racontée par plusieurs voix qui partagent un climat sans perdre leur histoire.
album-006	Una experiencia física que vuelve borrosa la frontera entre el ruido exterior y la emoción más privada.	A physical experience blurring the border between external noise and the most private emotion.	Une expérience physique qui brouille la frontière entre le bruit extérieur et l’émotion la plus intime.
album-087	Recuerdos electrónicos que conservan la calidez, el polvo y las imperfecciones de una habitación real.	Electronic memories retaining the warmth, dust and imperfections of a real room.	Des souvenirs électroniques qui gardent la chaleur, la poussière et les imperfections d’une pièce réelle.
album-088	Una respuesta incómoda al éxito que se niega a convertir el conflicto en una pose vendible.	An uncomfortable response to success that refuses to turn conflict into a marketable pose.	Une réponse inconfortable au succès qui refuse de transformer le conflit en posture vendable.
album-089	Deseo y amenaza permanecen tan cerca que incluso el silencio parece capaz de hacer daño.	Desire and threat remain so close that even silence seems capable of harm.	Le désir et la menace restent si proches que même le silence semble pouvoir blesser.
album-090	Nueve voces construyen un mundo común sin renunciar a sus acentos, personajes ni maneras de contar.	Nine voices build a shared world without surrendering their accents, characters or ways of telling stories.	Neuf voix bâtissent un monde commun sans renoncer à leurs accents, leurs personnages ni leurs façons de raconter.
album-032	Una identidad mexicana abierta, contradictoria y suficientemente segura para cambiar de forma a cada canción.	A Mexican identity open, contradictory and secure enough to change shape with every song.	Une identité mexicaine ouverte, contradictoire et assez sûre d’elle pour changer de forme à chaque chanson.
album-038	Veinte años de vida observados con la precisión de alguien que sabe que cada detalle puede ser prueba.	Twenty years of life observed with the precision of someone who knows every detail may be evidence.	Vingt années de vie observées avec la précision de quelqu’un qui sait que chaque détail peut servir de preuve.
album-037	Música para cuando la cercanía de otra persona resulta tan deseable como inquietante.	Music for the moment when another person’s closeness feels as desirable as it is unsettling.	Une musique pour le moment où la proximité d’une autre personne devient aussi désirable qu’inquiétante.
album-091	Un viaje largo que transforma la permanencia en movimiento y el regreso en una experiencia distinta.	A long journey turning permanence into motion and return into a different experience.	Un long voyage qui transforme la permanence en mouvement et le retour en expérience nouvelle.
album-092	La pista nocturna se vuelve un laboratorio de temperaturas, presiones y placeres que cambian lentamente.	The night-time floor becomes a laboratory of slowly changing temperatures, pressures and pleasures.	La piste nocturne devient un laboratoire de températures, de pressions et de plaisirs en lente transformation.
album-033	Una geografía emocional donde la dureza y la protección se necesitan mutuamente para sobrevivir.	An emotional geography where hardness and protection need one another to survive.	Une géographie émotionnelle où la dureté et la protection ont besoin l’une de l’autre pour survivre.
album-093	Una escucha que no permite mantener una distancia cómoda frente a las vidas que está narrando.	A listen that makes comfortable distance from the lives being narrated impossible.	Une écoute qui interdit de garder une distance confortable face aux vies racontées.
album-094	Un disco nocturno que consigue sentirse sofisticado sin perder nunca el gusto por el juego.	A nocturnal record that feels sophisticated without ever losing its sense of play.	Un disque nocturne qui reste sophistiqué sans jamais perdre le goût du jeu.
album-095	El cambio de milenio observado con curiosidad, ironía y suficiente ritmo para no convertirlo en diagnóstico.	The turn of the millennium observed with curiosity, irony and enough rhythm to keep it from becoming a diagnosis.	Le changement de millénaire observé avec curiosité, ironie et assez de rythme pour ne pas devenir un diagnostic.
album-034	Una mujer reúne todas sus voces para pensar el amor sin separar lo íntimo de lo político.	A woman gathers all her voices to consider love without separating the intimate from the political.	Une femme rassemble toutes ses voix pour penser l’amour sans séparer l’intime du politique.
album-039	La mirada de una compositora joven convierte observaciones precisas en pop de alcance continental.	A young songwriter’s gaze turns precise observations into pop with continental reach.	Le regard d’une jeune autrice transforme des observations précises en pop de portée continentale.
album-035	Deseo, memoria y distancia flotan dentro de una obra que parece existir entre la vigilia y el sueño.	Desire, memory and distance float through a work that seems to exist between waking and sleep.	Désir, mémoire et distance flottent dans une œuvre qui semble exister entre veille et sommeil.
album-096	Canciones para quienes saben que una respuesta honesta puede incluir dudas, contradicciones y espacios vacíos.	Songs for anyone who knows an honest answer may include doubt, contradiction and empty space.	Des chansons pour qui sait qu’une réponse honnête peut contenir doute, contradiction et espaces vides.
album-040	La desorientación de un cambio de siglo convertida en un territorio que todavía resulta familiar.	The disorientation of a new century turned into territory that still feels familiar.	La désorientation d’un changement de siècle transformée en territoire toujours familier.
album-007	Una celebración del descubrimiento que devuelve asombro humano a una música hecha con máquinas.	A celebration of discovery returning human wonder to music made with machines.	Une célébration de la découverte qui rend l’émerveillement humain à une musique faite de machines.
album-041	El retrato de una juventud que aparenta saber exactamente qué hacer mientras improvisa cada respuesta.	A portrait of youth pretending to know exactly what to do while improvising every answer.	Le portrait d’une jeunesse qui prétend savoir exactement quoi faire tout en improvisant chaque réponse.
album-097	Una irrupción que cambió quién podía ocupar el centro y desde qué lugar podía hacerlo.	An arrival that changed who could occupy the centre and where they could speak from.	Une irruption qui a changé qui pouvait occuper le centre et depuis quel endroit.
album-098	Un universo de fragmentos breves donde cada máscara abre otra puerta en lugar de ocultar la salida.	A universe of brief fragments where every mask opens another door instead of hiding the exit.	Un univers de fragments brefs où chaque masque ouvre une autre porte au lieu de dissimuler la sortie.
album-099	La elegancia de una banda que prefiere insinuar inseguridad y deseo antes que convertirlos en drama.	The elegance of a band preferring to suggest insecurity and desire rather than turn them into drama.	L’élégance d’un groupe qui préfère suggérer l’insécurité et le désir plutôt que les transformer en drame.
album-042	Una narradora brillante mira sus peores decisiones sin pedir absolución ni renunciar al humor.	A brilliant narrator faces her worst decisions without asking for absolution or surrendering humour.	Une narratrice brillante regarde ses pires décisions sans demander l’absolution ni renoncer à l’humour.
album-044	La ciudad después de la fiesta persiste como una colección de presencias que nunca terminan de aparecer.	The city after the party lingers as a collection of presences that never fully appear.	La ville après la fête persiste comme un ensemble de présences qui n’apparaissent jamais tout à fait.
album-100	Bailar mientras el tiempo cambia amistades, certezas y la relación con la persona que fuimos.	Dancing while time changes friendships, certainties and our relationship with who we used to be.	Danser tandis que le temps transforme les amitiés, les certitudes et notre rapport à la personne que nous étions.
album-043	Una música que viaja con las personas, las mercancías y los conflictos sin borrar las marcas del trayecto.	Music travelling with people, goods and conflict without erasing the marks of the journey.	Une musique qui voyage avec les personnes, les marchandises et les conflits sans effacer les traces du trajet.
album-101	Una biografía entre países demuestra que pertenecer a varios lugares no obliga a vivir dividido.	A life between countries shows that belonging to several places need not mean living divided.	Une vie entre plusieurs pays montre qu’appartenir à plusieurs lieux n’oblige pas à vivre divisé.
album-045	Historias de deseo y dinero aparecen como transmisiones captadas durante una noche sin sueño.	Stories of desire and money arrive like transmissions caught during a sleepless night.	Des histoires de désir et d’argent arrivent comme des transmissions captées pendant une nuit sans sommeil.
album-102	Un regreso que no busca recuperar el pasado, sino reunir suficientes cuerpos para inventar otro presente.	A return seeking not to recover the past but to gather enough bodies to invent another present.	Un retour qui ne cherche pas à retrouver le passé, mais à réunir assez de corps pour inventer un autre présent.
album-103	Una vida completa entra en contacto con el presente y demuestra que la experiencia también puede ser incendiaria.	A whole life meets the present and proves that experience can be incendiary too.	Une vie entière rencontre le présent et montre que l’expérience peut elle aussi être incendiaire.
album-009	Una conciencia dividida entre culpa, orgullo y responsabilidad intenta hablar con una comunidad entera.	A conscience divided among guilt, pride and responsibility tries to address an entire community.	Une conscience partagée entre culpabilité, fierté et responsabilité tente de parler à toute une communauté.
album-104	Un álbum que pide bajar el volumen del exterior para escuchar todo lo que una voz serena puede sostener.	An album that lowers the outside world’s volume so everything a composed voice can hold becomes audible.	Un album qui baisse le volume du monde extérieur afin de rendre audible tout ce qu’une voix sereine peut porter.
album-046	Una historia de control y emancipación encuentra un lenguaje donde lo antiguo también puede resultar peligroso.	A story of control and emancipation finds a language in which the old can also feel dangerous.	Une histoire de contrôle et d’émancipation trouve un langage où l’ancien peut lui aussi devenir dangereux.
album-105	La posibilidad de construir otro cuerpo, otra voz y otra manera de sentir mediante el sonido.	The possibility of building another body, another voice and another way of feeling through sound.	La possibilité de construire un autre corps, une autre voix et une autre manière de sentir par le son.
album-047	Una casa deja de ser fondo y se convierte en testigo de mujeres que deciden romper el silencio.	A house stops being background and becomes witness to women choosing to break silence.	Une maison cesse d’être un décor et devient le témoin de femmes qui décident de rompre le silence.
album-106	La sensación de escuchar una estación entera mientras cambia el ánimo de quienes la atraviesan.	The feeling of hearing an entire season as the mood of everyone moving through it changes.	La sensation d’entendre une saison entière tandis que change l’humeur de ceux qui la traversent.
album-107	La seguridad de una intérprete que domina la noche y aun así encuentra nuevas maneras de moverse en ella.	The assurance of a performer who commands the night and still finds new ways to move through it.	L’assurance d’une interprète qui maîtrise la nuit tout en trouvant encore de nouvelles manières de la traverser.
album-108	Canciones que se sientan al lado de una herida y permanecen allí sin exigir una conclusión.	Songs that sit beside a wound and remain there without demanding a conclusion.	Des chansons qui s’assoient près d’une blessure et y restent sans exiger de conclusion.
song-011	Una interpretación breve que obliga a mirar una violencia que durante demasiado tiempo se quiso volver invisible.	A brief performance forcing us to face violence that was kept invisible for far too long.	Une interprétation brève qui oblige à regarder une violence trop longtemps maintenue dans l’invisible.
song-012	Piaf convierte una certeza sentimental en una interpretación donde también cabe el vértigo.	Piaf turns romantic certainty into a performance spacious enough to contain vertigo.	Piaf transforme une certitude sentimentale en interprétation capable d’accueillir aussi le vertige.
song-051	Un personaje entra en la habitación convencido de que su leyenda llegó antes que él.	A character enters the room convinced his legend arrived before he did.	Un personnage entre dans la pièce persuadé que sa légende l’a précédé.
song-001	Juventud, ambición y movimiento reunidos en una historia que todavía parece avanzar hacia el futuro.	Youth, ambition and motion gathered in a story that still seems to move towards the future.	Jeunesse, ambition et mouvement réunis dans une histoire qui semble encore avancer vers l’avenir.
song-052	La tristeza pierde peso y aprende a caminar con una ligereza completamente nueva.	Sadness loses weight and learns to walk with an entirely new lightness.	La tristesse perd de son poids et apprend à marcher avec une légèreté entièrement nouvelle.
song-053	Una conversación nocturna crece hasta borrar la distancia entre quien interpreta y quien responde.	A late-night conversation grows until the distance between performer and respondent disappears.	Une conversation nocturne grandit jusqu’à effacer la distance entre l’interprète et ceux qui lui répondent.
song-013	La esperanza aparece con cicatrices, consciente de cuánto ha costado conservarla.	Hope arrives bearing scars and knowing how much it has cost to preserve.	L’espoir apparaît avec ses cicatrices, conscient du prix qu’il a fallu payer pour le préserver.
song-014	Una caída pública se convierte en la pregunta más incómoda que una canción popular podía formular.	A public fall becomes the most uncomfortable question a popular song could ask.	Une chute publique devient la question la plus inconfortable qu’une chanson populaire pouvait poser.
song-018	La búsqueda de refugio se prolonga hasta que huir y avanzar empiezan a parecer la misma cosa.	The search for refuge continues until fleeing and moving forward begin to feel the same.	La recherche d’un refuge se prolonge jusqu’à ce que fuir et avancer semblent ne faire qu’un.
song-054	El amor devuelve asombro al mundo adulto sin borrar todo lo que ya sabe sobre la pérdida.	Love returns wonder to adulthood without erasing everything it already knows about loss.	L’amour rend l’émerveillement au monde adulte sans effacer tout ce qu’il sait déjà de la perte.
song-016	Una exigencia personal encuentra una forma que millones de personas pueden hacer suya de inmediato.	A personal demand finds a form millions of people can immediately make their own.	Une exigence personnelle trouve une forme que des millions de personnes peuvent aussitôt faire leur.
song-055	El cuerpo descubre una nueva manera de organizar el tiempo y la música popular cambia con él.	The body discovers a new way to organize time, and popular music changes with it.	Le corps découvre une nouvelle manière d’organiser le temps et la musique populaire change avec lui.
song-017	Dos vidas cotidianas se encuentran dentro de una obra que convierte la interrupción en sentido.	Two everyday lives meet inside a work that turns interruption into meaning.	Deux vies quotidiennes se rencontrent dans une œuvre qui transforme l’interruption en sens.
song-019	La distancia entre dos personas queda tendida sobre un paisaje tan hermoso como imposible de atravesar.	The distance between two people stretches across a landscape as beautiful as it is impossible to cross.	La distance entre deux êtres s’étend sur un paysage aussi beau qu’impossible à traverser.
song-056	Una fiesta juvenil recibe la distorsión como invitada y descubre que el choque también puede ser alegre.	A youthful party welcomes distortion and discovers that collision can be joyful too.	Une fête de jeunesse accueille la distorsion et découvre que le choc peut lui aussi être joyeux.
song-057	Un arrullo que obliga a pensar quién cuida a la persona encargada de cuidar.	A cradle song that asks who cares for the person entrusted with caring.	Une berceuse qui oblige à se demander qui prend soin de celle chargée de prendre soin.
song-058	La memoria de un lugar ausente se mantiene viva porque nunca deja de desplazarse.	The memory of an absent place stays alive because it never stops moving.	La mémoire d’un lieu absent reste vivante parce qu’elle ne cesse jamais de se déplacer.
song-059	Una vida reducida a rutina revela toda la violencia escondida en el lenguaje de la normalidad.	A life reduced to routine reveals all the violence hidden in the language of normality.	Une vie réduite à la routine révèle toute la violence cachée dans le langage de la normalité.
song-060	Una pregunta amorosa permanece abierta porque ninguna respuesta sería tan honesta como la duda.	A question about love remains open because no answer would be as honest as doubt.	Une question amoureuse reste ouverte parce qu’aucune réponse ne serait aussi honnête que le doute.
song-061	La ciudad se vuelve un conjunto de imágenes tranquilas que el viento podría llevarse en cualquier momento.	The city becomes a set of quiet images the wind might carry away at any moment.	La ville devient un ensemble d’images paisibles que le vent pourrait emporter à tout instant.
song-062	El cansancio de una comunidad encuentra una voz que no confunde serenidad con resignación.	A community’s exhaustion finds a voice that never mistakes calm for resignation.	L’épuisement d’une communauté trouve une voix qui ne confond jamais calme et résignation.
song-063	Una historia seductora conserva suficiente incomodidad para impedir que la belleza la vuelva inocente.	A seductive story retains enough unease to keep beauty from making it innocent.	Un récit séduisant conserve assez de malaise pour empêcher la beauté de le rendre innocent.
song-064	La impresión de recordar con absoluta nitidez un lugar que quizá nunca existió.	The sensation of remembering with perfect clarity a place that may never have existed.	L’impression de se souvenir avec une netteté absolue d’un lieu qui n’a peut-être jamais existé.
song-065	Una comunidad toca con la alegría de saber que cada participante puede cambiar el rumbo de la reunión.	A community plays with the joy of knowing every participant can change the gathering’s direction.	Une communauté joue avec la joie de savoir que chacun peut changer la direction de la rencontre.
song-023	Una súplica reconoce la belleza de la rival y por eso mismo resulta todavía más vulnerable.	A plea acknowledges a rival’s beauty and becomes all the more vulnerable for it.	Une supplication reconnaît la beauté de la rivale et n’en devient que plus vulnérable.
song-066	Un blues de bolsillo para convivir unos minutos con una pregunta que no admite respuesta.	A pocket-sized blues for spending a few minutes with a question that has no answer.	Un blues de poche pour vivre quelques minutes avec une question sans réponse.
song-067	Dos intérpretes convierten una lista de cosas pequeñas en el placer de escucharse mutuamente.	Two performers turn a list of small things into the pleasure of listening to one another.	Deux interprètes transforment une liste de petites choses en plaisir de s’écouter mutuellement.
song-068	La llegada de unos personajes misteriosos se celebra como si el conocimiento también pudiera bailar.	The arrival of mysterious figures is celebrated as though knowledge could dance too.	L’arrivée de personnages mystérieux se fête comme si le savoir pouvait lui aussi danser.
song-069	La melancolía observa el pasado con calma y descubre que cada recuerdo cambia de color.	Melancholy regards the past calmly and discovers that every memory changes colour.	La mélancolie regarde paisiblement le passé et découvre que chaque souvenir change de couleur.
song-070	Una verdad elemental alcanza dimensión política cuando una comunidad decide sostenerla durante el tiempo necesario.	An elemental truth gains political scale when a community chooses to sustain it for as long as needed.	Une vérité élémentaire prend une dimension politique lorsqu’une communauté décide de la porter aussi longtemps que nécessaire.
song-071	Una advertencia amorosa duele más porque está dicha sin rencor y con absoluta claridad.	A warning about love hurts more because it is delivered without resentment and with complete clarity.	Un avertissement amoureux fait d’autant plus mal qu’il est formulé sans rancœur et avec une clarté absolue.
song-072	Una viajera encuentra en el cielo una forma de pensar el deseo de moverse y la dificultad de quedarse.	A traveller finds in the sky a way to consider the desire to move and the difficulty of staying.	Une voyageuse trouve dans le ciel une manière de penser le désir de partir et la difficulté de rester.
