id	es	en	fr
album-058	La memoria rara vez avanza en línea recta, y estas canciones tampoco. Van Morrison vuelve sobre lugares, nombres e imágenes hasta que el recuerdo deja de ser relato y se convierte en estado físico.	Memory rarely moves in a straight line, and neither do these songs. Van Morrison circles places, names and images until recollection stops being narrative and becomes a physical state.	La mémoire avance rarement en ligne droite, tout comme ces chansons. Van Morrison tourne autour de lieux, de noms et d’images jusqu’à ce que le souvenir cesse d’être récit pour devenir état physique.
album-059	El proyecto colectivo respondió a un Brasil atravesado por modernización, censura y contradicciones culturales. Su fuerza sigue estando en rechazar la pureza y hacer del montaje una posición política y estética.	The collective project answered a Brazil shaped by modernization, censorship and cultural contradiction. Its force still lies in rejecting purity and turning montage into both an aesthetic and political position.	Ce projet collectif répondait à un Brésil traversé par modernisation, censure et contradictions culturelles. Sa force demeure dans le refus de la pureté et dans le montage comme position esthétique et politique.
album-060	La reserva de Nick Drake suele confundirse con fragilidad pasiva. En realidad, estas canciones revelan un compositor muy consciente del espacio, la prosodia y el momento exacto en que un arreglo debe retirarse.	Nick Drake’s reserve is often mistaken for passive fragility. These songs instead reveal a composer acutely aware of space, prosody and the precise moment when an arrangement should withdraw.	La réserve de Nick Drake est souvent confondue avec une fragilité passive. Ces chansons révèlent au contraire un compositeur très attentif à l’espace, à la prosodie et au moment où l’arrangement doit se retirer.
album-061	El éxtasis no aparece como hazaña individual, sino como una energía que necesita repetición y comunidad para crecer. La duración permite atravesar la contemplación sin separar cuerpo y experiencia espiritual.	Ecstasy arrives not as an individual feat but as an energy that needs repetition and community in order to grow. Duration carries contemplation forward without separating the body from spiritual experience.	L’extase n’apparaît pas comme prouesse individuelle, mais comme énergie nourrie par la répétition et la communauté. La durée prolonge la contemplation sans séparer le corps de l’expérience spirituelle.
album-062	La pesadez de Black Sabbath habla menos de fantasía escapista que de miedo moderno. Guerra, enfermedad mental, tecnología y precariedad obrera convierten los riffs en una forma concreta de ansiedad.	Black Sabbath’s heaviness speaks less about escapist fantasy than modern fear. War, mental distress, technology and working-class precarity turn the riffs into a tangible form of anxiety.	La lourdeur de Black Sabbath parle moins de fuite fantastique que de peur moderne. Guerre, détresse mentale, technologie et précarité ouvrière font des riffs une forme tangible d’angoisse.
album-063	Alice Coltrane imagina la búsqueda espiritual como desplazamiento entre tradiciones, timbres y estados de atención. El resultado no intenta borrar diferencias culturales, sino encontrar un espacio de contemplación entre ellas.	Alice Coltrane imagines spiritual seeking as movement among traditions, timbres and states of attention. The result does not erase cultural differences, but finds a contemplative space between them.	Alice Coltrane imagine la quête spirituelle comme un déplacement entre traditions, timbres et états d’attention. Le résultat n’efface pas les différences culturelles, il trouve entre elles un espace contemplatif.
album-064	La resistencia física de una banda tocando durante largos periodos convive con la intervención radical de la cinta. Can descubre que improvisar también puede significar cortar, reorganizar y escuchar después de tocar.	The physical endurance of a band playing for long stretches meets radical tape intervention. Can discovers that improvisation can also mean cutting, rearranging and listening after the performance.	L’endurance physique d’un groupe jouant sur de longues durées rencontre l’intervention radicale de la bande. Can découvre qu’improviser peut aussi signifier couper, réorganiser et écouter après avoir joué.
album-021	La forma de las canciones no ilustra simplemente una crítica social. Chico Buarque hace que el lenguaje mismo reproduzca rutina, presión y derrumbe, de modo que la estructura también participa en aquello que denuncia.	Song form does not merely illustrate social criticism here. Chico Buarque makes language reproduce routine, pressure and collapse, so structure itself participates in what the record denounces.	La forme des chansons n’illustre pas simplement une critique sociale. Chico Buarque fait reproduire au langage la routine, la pression et l’effondrement, si bien que la structure participe elle aussi à la dénonciation.
album-065	Antes de fijar una figura definitiva, Bowie prueba voces, personajes y modos de escritura con curiosidad visible. Esa condición transitoria vuelve al disco más humano que una simple colección de futuros anuncios.	Before settling on a definitive persona, Bowie tries voices, characters and modes of writing with visible curiosity. That transitional quality makes the record more human than a collection of future announcements.	Avant de fixer un personnage définitif, Bowie essaie voix, figures et modes d’écriture avec une curiosité visible. Cet état de transition rend le disque plus humain qu’une simple annonce de l’avenir.
album-066	La intimidad no depende de una confesión explícita. Françoise Hardy y Tuca construyen un espacio donde armonía, silencio y timbre permiten que la incertidumbre afectiva permanezca abierta.	Intimacy does not depend on explicit confession. Françoise Hardy and Tuca create a space where harmony, silence and timbre allow emotional uncertainty to remain open.	L’intimité ne dépend pas d’une confession explicite. Françoise Hardy et Tuca créent un espace où harmonie, silence et timbre permettent à l’incertitude affective de rester ouverte.
album-049	La pieza que da nombre al disco suele absorber la conversación, pero su significado cambia al convivir con humor, funk colectivo y psicodelia áspera. La secuencia revela una banda mucho menos solemne de lo que su leyenda sugiere.	The title piece often dominates discussion, yet its meaning changes beside humour, collective funk and rough psychedelia. The sequence reveals a band far less solemn than its legend suggests.	La pièce titre domine souvent les commentaires, mais son sens change au contact de l’humour, du funk collectif et d’un psychédélisme rugueux. La séquence révèle un groupe bien moins solennel que sa légende.
album-067	Cantar rock en japonés todavía se discutía como una decisión estética y cultural. Happy End resuelve la pregunta sin proclamas, demostrando que el idioma cotidiano podía habitar esa música con naturalidad y detalle local.	Singing rock in Japanese was still debated as an aesthetic and cultural choice. Happy End answers without proclamations, showing that everyday language could inhabit the music naturally and retain local detail.	Chanter le rock en japonais faisait encore débat sur les plans esthétique et culturel. Happy End répond sans manifeste et montre que la langue quotidienne peut habiter cette musique avec naturel et précision locale.
album-005	La franqueza de Joni Mitchell nunca significa ausencia de construcción. Cada revelación está sostenida por una compositora que entiende perspectiva, montaje emocional y la distancia necesaria para convertir experiencia en canción.	Joni Mitchell’s candour never means an absence of construction. Every disclosure is held by a writer who understands perspective, emotional editing and the distance needed to turn experience into song.	La franchise de Joni Mitchell ne signifie jamais absence de construction. Chaque dévoilement est porté par une autrice qui maîtrise perspective, montage émotionnel et distance nécessaire pour transformer l’expérience en chanson.
album-002	La pregunta que recorre el disco no busca una respuesta individual. Marvin Gaye conecta familia, guerra, ecología, fe y vida urbana para mostrar que la intimidad también pertenece a una comunidad herida.	The question running through the record has no individual answer. Marvin Gaye connects family, war, ecology, faith and urban life to show that intimacy also belongs to a wounded community.	La question qui traverse le disque n’appelle pas de réponse individuelle. Marvin Gaye relie famille, guerre, écologie, foi et vie urbaine pour montrer que l’intime appartient aussi à une communauté blessée.
album-068	El relato construye una fantasía cerrada y deliberadamente incómoda. Escucharlo hoy exige atender tanto a su eficacia cinematográfica como a la distancia crítica que reclama la mirada masculina de su narrador.	The narrative builds a sealed and deliberately uncomfortable fantasy. Hearing it now means attending both to its cinematic force and to the critical distance demanded by its narrator’s male gaze.	Le récit construit une fantaisie close et volontairement inconfortable. L’écouter aujourd’hui suppose d’entendre sa puissance cinématographique tout en gardant la distance critique qu’exige le regard masculin du narrateur.
album-069	Durante años, esta obra circuló más como secreto entre músicos y coleccionistas que como éxito de su época. Su recuperación posterior permite escuchar cuánto futuro había en una escritura que el mercado no supo ubicar.	For years this work circulated more as a secret among musicians and collectors than a success of its time. Its later recovery reveals how much future was present in writing the market could not place.	Pendant des années, cette œuvre a circulé comme un secret entre musiciens et collectionneurs plutôt que comme un succès de son époque. Sa redécouverte révèle l’avenir contenu dans une écriture que le marché ne savait pas situer.
album-019	La idea de comunidad no es sólo un tema, sino el método de creación. Voces jóvenes, amistades, referencias regionales y ambición internacional se reúnen sin borrar la singularidad de cada participante.	Community is not merely a theme but the method of creation. Young voices, friendships, regional references and international ambition meet without erasing the singularity of any participant.	La communauté n’est pas seulement un thème, mais la méthode de création. Jeunes voix, amitiés, références régionales et ambition internationale se rencontrent sans effacer la singularité de chacun.
album-070	La convivencia cotidiana de Novos Baianos se vuelve audible como una ética de conjunto. La alegría no aparece programada desde afuera, sino producida por músicos que se ceden espacio y se retan mutuamente.	The shared daily life of Novos Baianos becomes audible as an ensemble ethic. Joy is not programmed from outside, but produced by musicians who yield space and challenge one another.	La vie commune de Novos Baianos devient audible comme une éthique de groupe. La joie n’est pas programmée de l’extérieur, elle naît de musiciens qui se cèdent de la place et se provoquent mutuellement.
album-071	Aunque lleva el nombre de una banda, la obra pertenece al momento más radicalmente personal de Spinetta. Su diseño, sus silencios y sus cambios de tono defienden la fragilidad como una forma de independencia.	Although credited under a band name, the work belongs to Spinetta’s most radically personal moment. Its design, silences and shifts of tone defend fragility as a form of independence.	Bien qu’attribuée à un groupe, l’œuvre appartient au moment le plus radicalement personnel de Spinetta. Son dessin, ses silences et ses changements de ton défendent la fragilité comme forme d’indépendance.
album-020	Stevie Wonder utiliza la libertad conseguida en el estudio para mirar más allá de sí mismo. Tecnología, crítica social y placer melódico conviven porque la innovación está al servicio de una curiosidad moral constante.	Stevie Wonder uses hard-won studio freedom to look beyond himself. Technology, social criticism and melodic pleasure coexist because innovation serves a persistent moral curiosity.	Stevie Wonder utilise la liberté conquise en studio pour regarder au-delà de lui-même. Technologie, critique sociale et plaisir mélodique coexistent parce que l’innovation sert une curiosité morale constante.
album-072	Las referencias a la alquimia no convierten estas canciones en un tratado hermético. Jorge Ben las lleva a la calle, al cuerpo y a la conversación cotidiana con una ligereza que nunca simplifica su imaginación.	References to alchemy do not turn these songs into an esoteric treatise. Jorge Ben brings them into the street, the body and everyday conversation with a lightness that never diminishes his imagination.	Les références à l’alchimie ne transforment pas ces chansons en traité hermétique. Jorge Ben les ramène à la rue, au corps et à la conversation quotidienne avec une légèreté qui ne réduit jamais son imagination.
album-073	La portada y el título nacen de un episodio de persecución política convertido en sátira. Fela Kuti responde al poder sin separar denuncia, humor y una música diseñada para reunir cuerpos durante largos minutos.	The cover and title grow from an episode of political persecution turned into satire. Fela Kuti answers power without separating denunciation, humour and music built to gather bodies over long stretches.	La pochette et le titre viennent d’un épisode de persécution politique transformé en satire. Fela Kuti répond au pouvoir sans séparer dénonciation, humour et musique conçue pour rassembler les corps dans la durée.
album-023	El viaje espacial funciona como una invitación a imaginar otras formas de pertenecer. Parliament convierte el afrofuturismo en fiesta colectiva, con una mitología suficientemente absurda para hablar en serio de libertad.	Cosmic travel becomes an invitation to rethink belonging. Parliament turns Afrofuturism into participatory mythology, using extravagant characters to address liberation without surrendering humor.	Le voyage spatial devient une invitation à imaginer d’autres manières d’appartenir. Parliament transforme l’afrofuturisme en fête collective grâce à une mythologie assez absurde pour parler sérieusement de liberté.
album-022	Patti Smith entra al rock desde la poesía sin pedir permiso ni abandonar la ambigüedad de ninguno de los dos mundos. La voz escrita y la voz cantada se transforman mutuamente a lo largo del disco.	Patti Smith enters rock through poetry without asking permission or surrendering either world’s ambiguity. The written voice and the sung voice continually transform one another across the record.	Patti Smith entre dans le rock par la poésie sans demander la permission ni abandonner l’ambiguïté d’aucun des deux mondes. Voix écrite et voix chantée se transforment mutuellement tout au long du disque.
album-003	El tren permite pensar Europa como territorio, diseño y recuerdo, no sólo como geografía. Kraftwerk observa la modernidad con fascinación y distancia, dejando que bajo la precisión permanezca una melancolía difícil de borrar.	The train makes it possible to imagine Europe as territory, design and memory rather than geography alone. Kraftwerk observes modernity with fascination and distance, leaving an indelible melancholy beneath the precision.	Le train permet de penser l’Europe comme territoire, design et mémoire, pas seulement comme géographie. Kraftwerk observe la modernité avec fascination et distance, en laissant sous la précision une mélancolie persistante.
album-074	Las armonías de Cedric Myton y Roydel Johnson convierten la experiencia rastafari en presencia humana antes que en consigna. La producción de Lee Perry amplía esa dimensión sin volverla una postal exótica.	Cedric Myton and Roydel Johnson’s harmonies make Rastafarian experience a human presence before it becomes a slogan. Lee Perry’s production enlarges that dimension without turning it into an exotic postcard.	Les harmonies de Cedric Myton et Roydel Johnson font de l’expérience rastafari une présence humaine avant toute formule. La production de Lee Perry élargit cette dimension sans la réduire à une carte postale exotique.
album-075	Pensada inicialmente para un espacio público, esta música cuestiona la idea de que el fondo deba ser indiferente. Brian Eno propone una atención móvil, capaz de acercarse y alejarse sin agotar la obra.	Conceived initially for a public space, this music questions the idea that a background must be indifferent. Brian Eno proposes a mobile attention that can approach and withdraw without exhausting the work.	Conçue d’abord pour un espace public, cette musique remet en cause l’idée qu’un fond sonore doive être indifférent. Brian Eno propose une attention mobile, capable de s’approcher puis de s’éloigner sans épuiser l’œuvre.
album-025	La salsa se convierte en una forma de leer la ciudad latinoamericana desde sus trabajadores, migrantes y contradicciones. La ambición narrativa nunca disminuye el placer del baile ni la inteligencia del arreglo.	Salsa becomes a way of reading the Latin American city through its workers, migrants and contradictions. Narrative ambition never reduces the pleasure of dancing or the intelligence of the arrangement.	La salsa devient une manière de lire la ville latino-américaine à travers ses travailleurs, ses migrants et ses contradictions. L’ambition narrative ne diminue jamais le plaisir de danser ni l’intelligence des arrangements.
album-076	La tecnología aparece como parte de una sensibilidad pop y no como exhibición futurista. Yellow Magic Orchestra entiende que una máquina también puede producir humor, elegancia y melodías inmediatamente memorables.	Technology appears as part of a pop sensibility rather than a futuristic display. Yellow Magic Orchestra understands that a machine can also produce humour, elegance and immediately memorable melodies.	La technologie appartient ici à une sensibilité pop plutôt qu’à une démonstration futuriste. Yellow Magic Orchestra comprend qu’une machine peut aussi produire humour, élégance et mélodies immédiatement mémorables.
album-027	La transformación de Talking Heads cuestiona la idea de una banda organizada alrededor de un líder. Ritmos entrelazados, músicos invitados y estudio convierten la autoría en un problema colectivo deliberadamente visible.	Talking Heads’ transformation challenges the idea of a band organized around a leader. Interlocking rhythms, guest musicians and studio work make authorship a deliberately visible collective problem.	La transformation de Talking Heads remet en cause l’idée d’un groupe organisé autour d’un leader. Rythmes imbriqués, invités et travail de studio font de l’autorité un problème collectif volontairement visible.
album-077	La poesía de Neruda no recibe un acompañamiento respetuoso y distante. Los Jaivas la atraviesan con su propia historia musical hasta que palabra, paisaje e instrumentos parecen crecer dentro de la misma materia.	Neruda’s poetry does not receive a respectful, distant accompaniment. Los Jaivas pass it through their own musical history until words, landscape and instruments seem to grow from the same material.	La poésie de Neruda ne reçoit pas un accompagnement respectueux et distant. Los Jaivas la traversent avec leur propre histoire musicale jusqu’à faire croître mots, paysage et instruments dans une même matière.
album-028	Grabado durante la dictadura y mirando de frente a la modernización urbana, el disco combina superficie brillante y desconfianza. Charly García utiliza el lenguaje de la época sin aceptar sus promesas de normalidad.	Recorded under dictatorship while facing urban modernization head-on, the record combines a bright surface with mistrust. Charly García uses the era’s language without accepting its promises of normality.	Enregistré sous la dictature et face à la modernisation urbaine, le disque associe surface brillante et méfiance. Charly García emploie le langage de l’époque sans accepter ses promesses de normalité.
album-078	La calma de Sade Adu no debe confundirse con distancia emocional. Su control permite que deseo, orgullo y vulnerabilidad aparezcan sin competir por atención ni convertirse en un gran gesto dramático.	Sade Adu’s calm should not be mistaken for emotional distance. Her control allows desire, pride and vulnerability to appear without competing for attention or becoming a grand dramatic gesture.	Le calme de Sade Adu ne doit pas être confondu avec une distance émotionnelle. Sa maîtrise laisse désir, fierté et vulnérabilité apparaître sans rivaliser ni devenir un grand geste dramatique.
album-029	Las dos caras del álbum ofrecen maneras distintas de entrar en la imaginación de Kate Bush. Una reúne canciones autónomas y la otra exige seguir un relato continuo donde miedo, agua y transformación se confunden.	The album’s two sides offer different ways into Kate Bush’s imagination. One gathers self-contained songs, while the other asks the listener to follow a continuous tale where fear, water and transformation blur.	Les deux faces de l’album ouvrent des accès différents à l’imaginaire de Kate Bush. L’une réunit des chansons autonomes, l’autre demande de suivre un récit continu où peur, eau et transformation se mêlent.
album-031	La autonomía de Janet Jackson se escucha como proceso y no sólo como declaración. Aprender a establecer límites, habitar el deseo y dirigir el propio trabajo se vuelve parte del ritmo del álbum.	Janet Jackson’s autonomy is heard as a process rather than a declaration alone. Learning to set limits, inhabit desire and direct her own work becomes part of the album’s rhythm.	L’autonomie de Janet Jackson s’entend comme un processus et non comme une simple déclaration. Apprendre à poser des limites, habiter le désir et diriger son travail devient une part du rythme de l’album.
album-079	La tensión entre la escritura de Morrissey y la música de Johnny Marr impide que el disco permanezca en un solo estado de ánimo. Crueldad, deseo, humor y belleza se corrigen mutuamente.	The tension between Morrissey’s writing and Johnny Marr’s music keeps the record from settling into one mood. Cruelty, desire, humour and beauty continually correct one another.	La tension entre l’écriture de Morrissey et la musique de Johnny Marr empêche le disque de se fixer dans une seule humeur. Cruauté, désir, humour et beauté se corrigent mutuellement.
album-030	La amplitud del álbum no busca demostrar que Prince puede hacerlo todo, aunque casi lo consiga. Su variedad registra un momento histórico fracturado mediante voces y escalas que se niegan a formar una superficie uniforme.	The album’s breadth is not simply a demonstration that Prince can do everything, though it nearly achieves that. Its variety records a fractured historical moment through voices and scales that refuse a uniform surface.	L’ampleur de l’album ne sert pas seulement à prouver que Prince sait tout faire, même s’il y parvient presque. Sa diversité enregistre une époque fracturée à travers des voix et des échelles sans surface uniforme.
album-080	La fuerza documental convive con una construcción consciente del personaje y el espectáculo. Escuchar esa tensión permite comprender tanto la urgencia del grupo como los problemas que su impacto dejó abiertos.	Documentary force coexists with a conscious construction of character and spectacle. Hearing that tension helps explain both the group’s urgency and the unresolved problems left by its impact.	La force documentaire cohabite avec une construction consciente du personnage et du spectacle. Entendre cette tension aide à comprendre l’urgence du groupe autant que les problèmes laissés ouverts par son impact.
album-081	La saturación de información se convierte en una experiencia física. Public Enemy responde a un paisaje mediático hostil creando otro aún más intenso, donde escuchar exige tomar posición dentro del ruido.	Information overload becomes a physical experience. Public Enemy answers a hostile media landscape by building an even denser one, where listening requires taking a position inside the noise.	La saturation d’informations devient une expérience physique. Public Enemy répond à un paysage médiatique hostile en construisant un espace plus dense encore, où écouter oblige à prendre position dans le bruit.
album-082	La escala de las guitarras puede ser monumental, pero las canciones siguen dependiendo de decisiones melódicas muy precisas. Sonic Youth convierte afinaciones alternativas y ruido en una forma flexible de composición rock.	The guitars may reach monumental scale, yet the songs still depend on precise melodic choices. Sonic Youth turns alternate tunings and noise into a flexible method of rock composition.	Les guitares peuvent atteindre une échelle monumentale, mais les chansons reposent toujours sur des décisions mélodiques précises. Sonic Youth transforme accordages alternatifs et bruit en méthode souple de composition rock.
album-083	El tiempo de la interpretación qawwali no responde a la prisa de la canción comercial. Nusrat Fateh Ali Khan permite que palabra, repetición y respuesta colectiva acumulen una intensidad inseparable de la devoción.	Qawwali performance does not follow the urgency of the commercial song. Nusrat Fateh Ali Khan allows words, repetition and collective response to gather an intensity inseparable from devotion.	Le temps de l’interprétation qawwali ne suit pas l’urgence de la chanson commerciale. Nusrat Fateh Ali Khan laisse parole, répétition et réponse collective accumuler une intensité inséparable de la dévotion.
album-084	La melancolía no inmoviliza la obra, sino que abre una escala capaz de contener deseo, consuelo y temor. The Cure permite que el tiempo transforme esos estados sin obligarlos a llegar pronto a una resolución.	Sadness is not a static condition here, but a vast space that can contain desire, comfort and flashes of light. The Cure turns duration into a way of remaining inside it.	La mélancolie n’immobilise pas l’œuvre, elle ouvre une ampleur capable d’accueillir désir, consolation et peur. The Cure laisse le temps transformer ces états sans les forcer vers une résolution rapide.
album-085	Las palabras de Elizabeth Fraser no necesitan ofrecer un relato estable para producir significado. La voz comunica a través de sonido, respiración y movimiento, dejando que cada oyente construya una intimidad distinta.	Elizabeth Fraser’s words need not offer a stable narrative to create meaning. Her voice communicates through sound, breath and movement, allowing each listener to build a different intimacy.	Les mots d’Elizabeth Fraser n’ont pas besoin d’un récit stable pour produire du sens. Sa voix communique par le son, le souffle et le mouvement, laissant chaque auditeur construire une intimité différente.
album-086	La conversación entre Q-Tip y Phife Dawg propone una idea de virtuosismo basada en contraste y generosidad. Ninguna voz necesita dominar cuando la diferencia de carácter ya organiza el movimiento.	The exchange between Q-Tip and Phife Dawg proposes a form of virtuosity built on contrast and generosity. Neither voice needs to dominate when difference in character already organizes the movement.	L’échange entre Q-Tip et Phife Dawg propose une virtuosité fondée sur le contraste et la générosité. Aucune voix ne doit dominer lorsque la différence de caractère organise déjà le mouvement.
album-036	La escena de Bristol aparece como una red de afinidades antes que como un género terminado. Reggae, hip-hop, soul y cultura de sound system se encuentran sin perder la sombra de sus procedencias.	Bristol appears as a network of affinities before it becomes a finished genre. Reggae, hip-hop, soul and sound-system culture meet without losing the shadows of where they came from.	La scène de Bristol apparaît comme un réseau d’affinités avant de devenir un genre constitué. Reggae, hip-hop, soul et culture sound system se rencontrent sans perdre l’ombre de leurs origines.
album-006	La innovación técnica importa porque transforma la sensación corporal de escuchar una banda. Las guitarras dejan de ser objetos separados y se vuelven presión, cercanía y movimiento alrededor de la melodía.	Technical innovation matters because it changes the bodily sensation of hearing a band. Guitars cease to be separate objects and become pressure, proximity and movement around melody.	L’innovation technique importe parce qu’elle transforme la sensation physique d’écouter un groupe. Les guitares cessent d’être des objets séparés et deviennent pression, proximité et mouvement autour de la mélodie.
album-087	Estas grabaciones domésticas no suenan como borradores a la espera de una producción mayor. Su escala íntima permite que la electrónica conserve memoria, imperfección y una relación directa con la habitación donde nació.	These home recordings do not sound like drafts awaiting larger production. Their intimate scale lets electronic music retain memory, imperfection and a direct relationship with the room where it began.	Ces enregistrements domestiques ne ressemblent pas à des brouillons en attente d’une grande production. Leur échelle intime permet à l’électronique de garder mémoire, imperfection et lien direct avec la pièce où elle est née.
