id	es	en	fr
song-069	La melodía de los metales flota sobre un pulso contenido; cada pequeña inflexión cambia el color de la melancolía.	The horn melody floats over a restrained pulse; every small inflection changes the colour of the melancholy.	La mélodie des cuivres flotte sur une pulsation retenue ; chaque petite inflexion modifie la couleur de la mélancolie.
song-070	Los metales entran por capas sobre un groove que apenas cambia, demostrando que la duración puede ser una forma de intensidad.	The horns enter in layers over a groove that barely changes, showing how duration itself can become a form of intensity.	Les cuivres entrent par couches sur un groove presque immuable, montrant que la durée peut elle-même devenir une forme d’intensité.
song-071	La delicadeza de la melodía contradice la advertencia del texto; esa fricción evita que la canción caiga en el sentimentalismo.	The delicacy of the melody contradicts the warning in the words; that friction keeps the song from slipping into sentimentality.	La délicatesse de la mélodie contredit l’avertissement du texte ; cette friction empêche le morceau de tomber dans le sentimentalisme.
song-072	Los ciclos de guitarra y las líneas móviles del bajo convierten el viaje en una sensación física de avance y suspensión.	The guitar cycles and roaming bass lines turn travel into a physical sensation of forward motion and suspension.	Les cycles de guitare et les lignes mobiles de la basse transforment le voyage en sensation physique d’avancée et de suspension.
song-022	El coro se ensancha gradualmente y desplaza el centro desde la voz principal hacia una celebración verdaderamente colectiva.	The chorus gradually widens, shifting the centre from the lead voice toward a genuinely collective celebration.	Le chœur s’élargit progressivement et déplace le centre de la voix principale vers une célébration véritablement collective.
song-021	El largo tramo instrumental demora la entrada de Bowie; cuando la voz aparece, cambia por completo la escala del arreglo.	The long instrumental opening delays Bowie’s entrance; when the voice finally appears, it completely changes the arrangement’s scale.	La longue ouverture instrumentale retarde l’entrée de Bowie ; lorsque la voix apparaît, elle change entièrement l’échelle de l’arrangement.
song-073	El pulso bailable y las respuestas vocales hacen más incisivo el contraste con una historia de violencia y resistencia.	The danceable pulse and vocal responses sharpen the contrast with a story of violence and resistance.	La pulsation dansante et les réponses vocales renforcent le contraste avec un récit de violence et de résistance.
song-074	Los coros y los metales interrumpen la crónica en puntos precisos, como si la calle comentara el relato de Pablo.	The chorus and horns interrupt the chronicle at precise points, as though the street itself were commenting on Pablo’s story.	Les chœurs et les cuivres interrompent la chronique à des moments précis, comme si la rue commentait elle-même l’histoire de Pablo.
song-075	El bajo elástico y los teclados apagados dejan espacio a una voz que convierte la madrugada en un estado mental.	The elastic bass and muted keyboards leave room for a voice that turns the early morning into a state of mind.	La basse élastique et les claviers assourdis laissent place à une voix qui transforme l’aube en état mental.
song-076	El bajo sincopado se mueve debajo de una voz casi flotante; la tensión entre ambos evita que la suavidad se vuelva estática.	The syncopated bass moves beneath an almost weightless voice; their tension keeps the softness from becoming static.	La basse syncopée se déplace sous une voix presque flottante ; leur tension empêche la douceur de devenir statique.
song-077	La melodía procesada por vocoder permanece humana dentro de un pulso mecánico que anticipa buena parte del pop electrónico posterior.	The vocoder melody stays human inside a mechanical pulse that anticipates much of the electronic pop that followed.	La mélodie passée au vocodeur reste humaine au cœur d’une pulsation mécanique qui annonce une grande part de la pop électronique à venir.
song-078	Las cajas de ritmos y los sintetizadores desplazan sus acentos sin asentarse del todo, haciendo del desequilibrio el motor de la pieza.	Drum machines and synthesizers keep shifting their accents without fully settling, making imbalance the piece’s engine.	Boîtes à rythmes et synthétiseurs déplacent constamment leurs accents sans jamais se fixer, faisant du déséquilibre le moteur du morceau.
song-079	Las guitarras se entrelazan como líneas rítmicas independientes mientras la voz y la percusión elevan la sensación de trance.	The guitars interlock as independent rhythmic lines while voice and percussion heighten the sense of trance.	Les guitares s’entrelacent comme des lignes rythmiques indépendantes tandis que la voix et les percussions intensifient la transe.
song-080	El motivo descendente de guitarra reaparece sin resolver la tensión; incluso el final parece continuar fuera de la grabación.	The descending guitar motif keeps returning without resolving the tension; even the ending seems to continue beyond the recording.	Le motif descendant de guitare revient sans résoudre la tension ; même la fin semble se poursuivre au-delà de l’enregistrement.
song-081	Los instrumentos andinos se incorporan a la banda de rock por etapas hasta convertir el ascenso musical en paisaje monumental.	Andean instruments join the rock band in stages, turning the musical ascent into a monumental landscape.	Les instruments andins rejoignent progressivement le groupe de rock, transformant l’ascension musicale en paysage monumental.
song-082	La máquina rítmica avanza con precisión mientras guitarras y voz conservan una euforia irregular, todavía cercana al post-punk.	The rhythm machine moves with precision while guitars and voice retain an irregular exhilaration still rooted in post-punk.	La machine rythmique avance avec précision tandis que guitares et voix gardent une euphorie irrégulière, encore ancrée dans le post-punk.
song-083	La armonía cercana al jazz amplía una canción acústica mínima sin restarle fragilidad ni claridad a la melodía.	Jazz-inflected harmony expands a minimal acoustic song without taking fragility or clarity away from the melody.	L’harmonie teintée de jazz élargit une chanson acoustique minimale sans retirer à la mélodie sa fragilité ni sa clarté.
song-084	El ataque limpio de la guitarra ilumina cada cambio armónico mientras bajo y batería mantienen el movimiento con aparente facilidad.	The guitar’s clean attack lights up every harmonic change while bass and drums keep the motion seemingly effortless.	L’attaque claire de la guitare éclaire chaque changement harmonique tandis que basse et batterie maintiennent un mouvement d’une apparente facilité.
song-085	Los sintetizadores forman un horizonte inmóvil alrededor de una voz contenida; la emoción aparece en cambios mínimos de intensidad.	The synthesizers form a motionless horizon around a restrained voice; emotion emerges through minute changes in intensity.	Les synthétiseurs forment un horizon immobile autour d’une voix contenue ; l’émotion naît de changements d’intensité infimes.
song-086	La voz narrativa y las respuestas del coro alternan puntos de vista, mientras los metales convierten cada giro del relato en escena.	The narrative voice and chorus responses alternate viewpoints while the horns turn every turn in the story into a scene.	La voix narrative et les réponses du chœur alternent les points de vue tandis que les cuivres transforment chaque tournant du récit en scène.
song-087	El bajo sintético y los teclados caseros sostienen una pregunta repetida cuya sencillez termina volviéndose hipnótica.	The synthetic bass and homemade keyboards support a repeated question whose simplicity gradually becomes hypnotic.	La basse synthétique et les claviers artisanaux soutiennent une question répétée dont la simplicité devient peu à peu hypnotique.
song-028	Las cuerdas avanzan con paso de marcha hasta encontrarse con una percusión cada vez mayor, mezclando recuerdo personal y escala épica.	The strings move with a marching step toward ever-larger percussion, merging personal memory with epic scale.	Les cordes avancent au pas de marche vers des percussions toujours plus amples, mêlant souvenir personnel et dimension épique.
song-029	La voz aguda y transformada de Prince desestabiliza la identidad del narrador sobre un funk deliberadamente escaso.	Prince’s altered high voice destabilizes the narrator’s identity over deliberately sparse funk.	La voix aiguë et transformée de Prince déstabilise l’identité du narrateur sur un funk volontairement dépouillé.
song-088	Los metales y el coro empujan el relato desde la oscuridad hacia una descarga rítmica de raíz caribeña.	Horns and chorus push the story out of darkness toward a rhythmically charged Caribbean release.	Les cuivres et le chœur poussent le récit hors de l’obscurité vers une décharge rythmique aux racines caribéennes.
song-089	El collage de sirenas, voces y fragmentos rítmicos nunca deja un centro estable; la saturación es parte del argumento.	The collage of sirens, voices and rhythmic fragments never allows a stable centre; saturation is part of the argument.	Le collage de sirènes, de voix et de fragments rythmiques ne laisse aucun centre stable ; la saturation fait partie du propos.
song-090	La voz pierde nitidez verbal y se mezcla con las guitarras hasta funcionar como otra capa de color dentro de la bruma.	The voice loses verbal clarity and blends with the guitars until it works as another layer of colour inside the haze.	La voix perd sa netteté verbale et se mêle aux guitares jusqu’à devenir une couche de couleur supplémentaire dans la brume.
song-091	La guitarra de sabor soukous cruza el impulso del merengue y convierte la celebración en un diálogo transatlántico.	The soukous-flavoured guitar crosses the merengue drive, turning the celebration into a transatlantic dialogue.	La guitare aux accents de soukous traverse l’élan du merengue et transforme la fête en dialogue transatlantique.
song-035	Las cuerdas amplían el espacio emocional sin borrar el breakbeat; orquesta y club avanzan como una sola estructura.	The strings widen the emotional space without erasing the breakbeat; orchestra and club music move as one structure.	Les cordes élargissent l’espace émotionnel sans effacer le breakbeat ; orchestre et musique de club avancent comme une seule structure.
song-092	El rasgueo acústico permanece hundido bajo capas de guitarra eléctrica, haciendo que la intimidad llegue como un recuerdo borroso.	The acoustic strum stays submerged beneath electric-guitar layers, making intimacy arrive like a blurred memory.	Le frottement acoustique reste immergé sous les couches de guitare électrique, faisant surgir l’intimité comme un souvenir brouillé.
song-093	La muestra vocal flota sobre un breakbeat suave y sintetizadores luminosos, equilibrando calidez doméstica y precisión electrónica.	The vocal sample floats over a soft breakbeat and luminous synthesizers, balancing domestic warmth with electronic precision.	L’échantillon vocal flotte sur un breakbeat doux et des synthétiseurs lumineux, équilibrant chaleur domestique et précision électronique.
song-094	La contención rítmica de la morna deja que el grano de la voz cargue con la distancia, la pérdida y el regreso imaginado.	The rhythmic restraint of morna lets the grain of the voice carry distance, loss and the imagined return.	La retenue rythmique de la morna laisse au grain de la voix le soin de porter la distance, la perte et le retour imaginé.
song-095	La línea circular del bajo sostiene una voz que se adelanta y se repliega con naturalidad, sin romper nunca la calma.	The circular bass line supports a voice that moves forward and pulls back naturally without ever breaking the calm.	La ligne circulaire de basse soutient une voix qui avance puis se retire avec naturel sans jamais rompre le calme.
song-096	El bucle de jazz permanece casi intacto mientras las voces cambian de cadencia, dejando que el carácter nazca del fraseo.	The jazz loop stays nearly intact while the voices change cadence, letting character emerge from phrasing.	La boucle de jazz reste presque intacte tandis que les voix changent de cadence, laissant le caractère naître du phrasé.
song-097	Las cuerdas de aire cinematográfico y la segunda voz en francés convierten el final amoroso en una despedida deliberadamente ambigua.	The cinematic strings and second voice in French turn the romantic ending into a deliberately ambiguous farewell.	Les cordes cinématographiques et la seconde voix en français transforment la fin amoureuse en adieu délibérément ambigu.
song-098	La textura cálida del sample crea un parque imaginario donde las rimas internas pueden moverse entre memoria y observación.	The warm sample texture creates an imagined park where internal rhymes can move between memory and observation.	La texture chaleureuse du sample crée un parc imaginaire où les rimes internes circulent entre mémoire et observation.
song-099	La coda de guitarras sigue creciendo después de que la canción parece haber dicho lo necesario, transformando terquedad en liberación.	The guitar coda keeps growing after the song seems to have said enough, turning stubbornness into release.	La coda de guitares continue de grandir après que la chanson semble avoir tout dit, transformant l’obstination en libération.
song-100	Los acordes de piano dejan grandes zonas de silencio antes de que las cuerdas amplíen una voz que parece a punto de quebrarse.	The piano chords leave wide areas of silence before the strings enlarge a voice that seems close to breaking.	Les accords de piano laissent de vastes zones de silence avant que les cordes n’amplifient une voix qui semble sur le point de se briser.
song-101	El riff directo y el giro irónico de la melodía convierten una crítica a la apariencia en un estribillo inmediatamente compartible.	The direct riff and ironic melodic turn transform a critique of appearances into an instantly shareable refrain.	Le riff direct et le détour ironique de la mélodie transforment une critique de l’apparence en refrain immédiatement partageable.
song-102	Un mismo pulso de dub atraviesa la suite mientras timbres, densidades y melodías cambian como estaciones dentro de un solo viaje.	One dub pulse runs through the suite while timbres, densities and melodies change like stations within a single journey.	Une même pulsation dub traverse la suite tandis que timbres, densités et mélodies changent comme des étapes d’un seul voyage.
song-033	Las pausas de Cerati y la dinámica acústica hacen que cada frase pese más; la interpretación evita competir con el recuerdo.	Cerati’s pauses and the acoustic dynamics give every phrase more weight; the performance never tries to compete with the memory.	Les pauses de Cerati et la dynamique acoustique donnent plus de poids à chaque phrase ; l’interprétation ne cherche jamais à rivaliser avec le souvenir.
song-103	La muestra de lluvia y la batería descentrada crean un espacio extraño donde el fraseo relajado de Missy Elliott domina sin forzar.	The rain sample and off-centre drums create an uncanny space where Missy Elliott’s relaxed flow commands without forcing.	L’échantillon de pluie et la batterie décentrée créent un espace étrange où le flow détendu de Missy Elliott s’impose sans forcer.
song-104	La línea de bajo sostiene casi toda la arquitectura mientras teclados y guitarras aparecen como reflejos alrededor del groove.	The bass line carries almost the entire architecture while keyboards and guitars appear like reflections around the groove.	La ligne de basse porte presque toute l’architecture tandis que claviers et guitares apparaissent comme des reflets autour du groove.
song-105	Las estrofas mantienen la voz cerca del pulso y el estribillo la libera, haciendo que el cambio de escala se sienta inmediato.	The verses keep the voice close to the pulse before the chorus releases it, making the shift in scale feel immediate.	Les couplets maintiennent la voix près de la pulsation avant que le refrain ne la libère, rendant le changement d’échelle immédiat.
song-106	La voz principal se multiplica hasta convertirse en coro; la confesión privada adquiere gradualmente una dimensión pública.	The lead voice multiplies into a choir, gradually giving a private confession a public dimension.	La voix principale se multiplie jusqu’à devenir chœur, donnant progressivement une dimension publique à une confession privée.
song-107	Dos relatos avanzan sobre el mismo fondo sereno; el contraste entre las perspectivas aparece en el detalle, no en el volumen.	Two stories move over the same calm backdrop; the contrast between perspectives emerges through detail rather than volume.	Deux récits avancent sur le même fond apaisé ; le contraste entre les points de vue naît du détail plutôt que du volume.
song-108	El motivo de piano y la orquestación de cine negro crecen hasta que la interpretación convierte el artificio en algo incómodamente personal.	The piano motif and noir orchestration keep growing until the performance turns artifice into something uncomfortably personal.	Le motif de piano et l’orchestration de film noir grandissent jusqu’à ce que l’interprétation transforme l’artifice en expérience inconfortablement personnelle.
song-109	El acompañamiento contenido deja que la melodía mida la ausencia en pequeñas variaciones, sin buscar un clímax evidente.	The restrained accompaniment lets the melody measure absence through small variations without chasing an obvious climax.	L’accompagnement retenu laisse la mélodie mesurer l’absence par de petites variations sans chercher de sommet évident.
song-110	El filtro abre y cierra el mismo fragmento una y otra vez; los cambios mínimos hacen que la repetición parezca avanzar.	The filter opens and closes the same fragment again and again; tiny changes make repetition feel like forward motion.	Le filtre ouvre et referme le même fragment ; d’infimes changements donnent à la répétition une impression d’avancée.
song-038	El cruce entre canción romántica, son y rock permite que el doble sentido pase de lo íntimo a lo corporal sin aviso.	The crossing of romantic song, son and rock lets the double meaning move from intimacy to the body without warning.	Le croisement entre chanson romantique, son et rock fait passer le double sens de l’intime au corporel sans avertissement.
song-111	El pulso electrónico y las guitarras procesadas mantienen una tensión sensual que nunca termina de resolverse en un estribillo convencional.	The electronic pulse and processed guitars sustain a sensual tension that never resolves into a conventional chorus.	La pulsation électronique et les guitares traitées entretiennent une tension sensuelle qui ne se résout jamais en refrain conventionnel.
song-112	La calidez del sample contrasta con un fraseo impasible y lleno de rimas internas; cercanía y máscara conviven en el mismo plano.	The warmth of the sample contrasts with an impassive flow packed with internal rhymes; intimacy and mask occupy the same plane.	La chaleur du sample contraste avec un flow impassible riche en rimes internes ; proximité et masque coexistent sur le même plan.
song-113	El movimiento del filtro cambia brillo y profundidad sin abandonar el bucle, haciendo de la mezcla el verdadero desarrollo melódico.	Filter movement changes brightness and depth without leaving the loop, making the mix itself the true melodic development.	Le mouvement du filtre modifie éclat et profondeur sans quitter la boucle, faisant du mixage le véritable développement mélodique.
song-114	Batería, bajo y voz caen ligeramente detrás del pulso; esa demora compartida produce una intimidad imposible de cuantizar.	Drums, bass and voice land slightly behind the beat; that shared delay creates an intimacy that cannot be quantized.	Batterie, basse et voix tombent légèrement derrière le temps ; ce retard partagé crée une intimité impossible à quantifier.
song-115	El sample de soul permanece reconocible pero abierto, dejando que la voz conversacional encuentre dudas y certezas dentro del mismo groove.	The soul sample remains recognizable yet open, allowing the conversational vocal to find doubt and certainty within the same groove.	Le sample soul reste reconnaissable mais ouvert, permettant à la voix conversationnelle de trouver doute et certitude dans le même groove.
song-116	Los huecos del arreglo rodean una melodía que afirma y se contradice; la indecisión se vuelve la forma de la canción.	Gaps in the arrangement surround a melody that affirms and contradicts itself; indecision becomes the song’s form.	Les vides de l’arrangement entourent une mélodie qui s’affirme puis se contredit ; l’indécision devient la forme du morceau.
song-117	El vocoder no enfría la interpretación: sobre bajo, batería electrónica y acordes suaves, vuelve más vulnerable cada frase.	The vocoder does not cool the performance; over bass, drum machine and soft chords, it makes every phrase more vulnerable.	Le vocodeur ne refroidit pas l’interprétation : sur la basse, la boîte à rythmes et des accords doux, il rend chaque phrase plus vulnérable.
song-118	La entrada de la batería revela cómo se organizaba el piano desde el principio; el compás ambiguo adquiere de pronto un cuerpo claro.	The drums reveal how the piano had been organized from the start; the ambiguous metre suddenly gains a clear body.	L’entrée de la batterie révèle comment le piano s’organisait depuis le début ; la mesure ambiguë acquiert soudain un corps net.
song-041	La batería comprimida y las guitarras entrelazadas forman una cuadrícula rígida contra la que la voz acelera y se retrasa.	Compressed drums and interlocking guitars form a rigid grid against which the voice rushes ahead and falls behind.	La batterie compressée et les guitares entrelacées forment une grille rigide contre laquelle la voix accélère puis prend du retard.
song-042	Las ráfagas de sintetizador, las sirenas y la percusión recortada cambian de lugar constantemente alrededor de una voz que nunca pierde dirección.	Synth bursts, sirens and clipped percussion keep changing position around a voice that never loses direction.	Rafales de synthétiseur, sirènes et percussions découpées changent sans cesse de place autour d’une voix qui ne perd jamais sa direction.
song-119	La percusión de raíz afro-puertorriqueña sostiene una denuncia frontal; el ritmo funciona como memoria y no como decoración.	Afro-Puerto Rican percussion supports a direct denunciation; rhythm functions as memory rather than decoration.	Les percussions afro-portoricaines soutiennent une dénonciation directe ; le rythme agit comme mémoire plutôt que comme décoration.
song-044	El dembow deja huecos exactos para las respuestas del coro, convirtiendo la repetición en una máquina de anticipación colectiva.	The dembow leaves exact gaps for the chorus responses, turning repetition into a machine for collective anticipation.	Le dembow ménage des vides précis pour les réponses du chœur, transformant la répétition en machine d’anticipation collective.
song-046	La voz cortada se recompone como una melodía fantasmal sobre una batería que avanza a tropiezos y nunca cae donde se espera.	The chopped voice reassembles as a ghostly melody over drums that stumble forward and never land where expected.	La voix découpée se recompose en mélodie fantomatique sur une batterie qui trébuche en avant sans jamais tomber là où on l’attend.
song-045	Una sola figura de piano se repite durante casi toda la pieza; cada instrumento añadido convierte la insistencia en urgencia emocional.	One piano figure repeats through almost the whole track; every added instrument turns insistence into emotional urgency.	Une seule figure de piano se répète presque tout le morceau ; chaque instrument ajouté transforme l’insistance en urgence émotionnelle.
song-120	La acumulación instrumental de la primera parte prepara una entrada vocal breve que cambia retrospectivamente todo lo escuchado.	The instrumental accumulation of the first part prepares a brief vocal entrance that retrospectively changes everything heard before it.	L’accumulation instrumentale de la première partie prépare une brève entrée vocale qui transforme rétrospectivement tout ce qui précédait.
song-047	El cambio de ritmo a mitad de la pieza desplaza una fantasía histórica hacia una confesión nocturna sin romper su continuidad.	The mid-song beat switch moves a historical fantasy into a nocturnal confession without breaking its continuity.	Le changement de rythme au milieu du morceau fait passer une fantaisie historique à une confession nocturne sans rompre la continuité.
song-121	Las perspectivas cambian de verso en verso y una voz queda interrumpida antes de concluir; la estructura vuelve audible la fragilidad del relato.	Perspectives change from verse to verse and one voice is cut off before finishing; the structure makes the story’s fragility audible.	Les points de vue changent de couplet en couplet et une voix est interrompue avant de finir ; la structure rend audible la fragilité du récit.
song-049	La cadencia vocal domina un beat espacioso salpicado por metales de Nueva Orleans; cada pausa tiene tanto peso como cada consigna.	The vocal cadence commands a spacious beat punctuated by New Orleans brass; every pause carries as much weight as every declaration.	La cadence vocale domine un beat aéré ponctué de cuivres de La Nouvelle-Orléans ; chaque pause pèse autant que chaque affirmation.
song-122	Motores y golpes industriales rodean el cante flamenco, haciendo que tradición y ruido contemporáneo se confronten dentro del mismo espacio.	Engines and industrial blows surround the flamenco vocal, forcing tradition and contemporary noise to confront each other in the same space.	Moteurs et impacts industriels entourent le chant flamenco, confrontant tradition et bruit contemporain dans un même espace.
song-123	Las voces agudas y elásticas saltan entre percusiones sintéticas brillantes; la artificialidad se presenta como una forma de libertad.	High, elastic voices bounce among bright synthetic percussion; artificiality is presented as a form of freedom.	Les voix aiguës et élastiques bondissent parmi des percussions synthétiques éclatantes ; l’artifice se présente comme une forme de liberté.
song-124	Piano, respiración y silencio quedan expuestos casi sin protección; cualquier quiebre de la voz modifica por completo el espacio.	Piano, breath and silence remain almost unprotected; any break in the voice completely changes the space.	Piano, souffle et silence restent presque sans protection ; chaque rupture de la voix transforme entièrement l’espace.
song-125	Las dos voces alternan cercanía y distancia mientras el arreglo cambia de densidad, evitando reducir a Andrea a una sola perspectiva.	The two voices alternate closeness and distance as the arrangement changes density, refusing to reduce Andrea to a single perspective.	Les deux voix alternent proximité et distance tandis que l’arrangement change de densité, refusant de réduire Andrea à un seul point de vue.
